enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
27420,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,112
15974,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,2,68
13204,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,210
12453,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,>4,15
21071,city_90,0.698,,No relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,4,160
795,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,10000+,Public Sector,1,10
80,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,53
8509,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,4,35
27199,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,1,1
4393,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,,4,,,2,103
26993,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,1,,,1,54
9753,city_37,0.794,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,86
17074,city_65,0.802,Male,Has relevent experience,no_enrollment,High School,,9,50-99,Pvt Ltd,3,88
9291,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,2,15
21210,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,61
6548,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,88
5601,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,500-999,Pvt Ltd,1,48
29159,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,40
20909,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,56
13140,city_73,0.754,Male,Has relevent experience,Full time course,Masters,STEM,16,1000-4999,Pvt Ltd,2,14
8903,city_99,0.915,,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,68
20079,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,1,5000-9999,Pvt Ltd,never,29
24628,city_116,0.743,,Has relevent experience,Full time course,Primary School,,2,5000-9999,Pvt Ltd,1,101
5482,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,42
16050,city_160,0.92,,Has relevent experience,no_enrollment,,,>20,,,1,72
18581,city_101,0.558,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,20
14438,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,3
8031,city_71,0.884,Male,Has relevent experience,no_enrollment,High School,,>20,<10,Pvt Ltd,>4,41
32710,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,124
5857,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,13
28799,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,170
19726,city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,6,1000-4999,Pvt Ltd,1,14
6191,city_160,0.92,,No relevent experience,Full time course,High School,,2,1000-4999,Public Sector,2,33
32521,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,5,,,1,6
29176,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,8
28278,city_71,0.884,Male,No relevent experience,,Phd,STEM,9,Oct-49,Pvt Ltd,1,89
2625,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,11,<10,Funded Startup,1,56
15587,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,91
14741,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,12
19210,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,10,,,2,157
21015,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,39
2010,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,61
8942,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,8
9586,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Public Sector,1,20
6444,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,4,32
1604,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,2,56
24158,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,<1,,,never,78
24017,city_158,0.766,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,44
24362,city_20,0.796,,Has relevent experience,Part time course,Graduate,STEM,6,Oct-49,Pvt Ltd,4,18
29969,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,11,500-999,Pvt Ltd,1,32
16831,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,53
28518,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,,1,29
21039,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Funded Startup,>4,292
1776,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,<10,Pvt Ltd,>4,134
1678,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,4,152
11188,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,6
5346,city_45,0.89,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,1,40
25867,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,4,18
8335,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,7,100-500,Pvt Ltd,1,28
29417,city_102,0.804,Male,Has relevent experience,no_enrollment,Primary School,,>20,<10,Early Stage Startup,1,3
28383,city_150,0.698,Other,No relevent experience,Full time course,,,>20,,,never,97
31485,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,107
11330,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,18,50-99,Pvt Ltd,4,149
13259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,88
7539,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,5000-9999,NGO,>4,46
18271,city_21,0.624,,No relevent experience,no_enrollment,Graduate,Other,1,,,never,10
19556,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,39
31232,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,150
1175,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,4,62
8107,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,55
2768,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,1,34
26448,city_23,0.899,Male,No relevent experience,Full time course,Masters,STEM,13,Oct-49,Pvt Ltd,>4,106
22700,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Funded Startup,1,43
10287,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,20
21246,city_103,0.92,Male,Has relevent experience,Part time course,Masters,STEM,15,,Public Sector,4,37
9098,city_123,0.738,,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Pvt Ltd,1,6
17952,city_102,0.804,Male,No relevent experience,no_enrollment,,,3,,,never,21
3889,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,2,34
268,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,>4,76
27376,city_159,0.843,Male,No relevent experience,Full time course,Masters,STEM,6,100-500,Public Sector,1,210
22042,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,64
32395,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,23
16955,city_10,0.895,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Public Sector,>4,90
15027,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,3,54
27771,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,9
25918,city_36,0.893,Male,Has relevent experience,Full time course,Masters,STEM,13,50-99,Pvt Ltd,1,17
28694,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,NGO,1,290
10523,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,6,<10,,1,160
12163,city_134,0.698,,No relevent experience,no_enrollment,Phd,STEM,6,,,never,60
10279,city_71,0.884,,No relevent experience,Full time course,Graduate,STEM,6,,,never,45
20918,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,147
22940,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Funded Startup,2,72
11283,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26
15682,city_40,0.776,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,86
29890,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,>4,40
24998,city_173,0.878,Male,No relevent experience,no_enrollment,High School,,3,,,1,74
15853,city_50,0.896,,No relevent experience,no_enrollment,Graduate,Other,9,Oct-49,Pvt Ltd,>4,21
14581,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,1,57
27390,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,1,58
21976,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,34
28808,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,66
14285,city_173,0.878,,No relevent experience,Full time course,Graduate,Business Degree,2,100-500,Pvt Ltd,1,156
7784,city_45,0.89,Male,Has relevent experience,Part time course,High School,,10,Oct-49,Pvt Ltd,>4,13
15973,city_127,0.745,,No relevent experience,Full time course,Graduate,STEM,3,,,1,53
24155,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,2,14
24815,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,4,77
21023,city_2,0.788,,No relevent experience,no_enrollment,Masters,Arts,<1,<10,Pvt Ltd,never,26
27787,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,90
24378,city_127,0.745,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,15
7346,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,NGO,2,24
25958,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,44
32635,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,52
1985,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,never,35
288,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,8
27281,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,32
7953,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,Oct-49,Pvt Ltd,1,300
366,city_176,0.764,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,50
27108,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,17
9514,city_160,0.92,Male,Has relevent experience,Full time course,High School,,12,100-500,Pvt Ltd,1,9
17386,city_176,0.764,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,>4,133
4889,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,4,53
22974,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,2,105
28176,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Early Stage Startup,1,43
17224,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,1,119
32636,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,2,18
21511,city_114,0.926,,No relevent experience,no_enrollment,High School,,4,,,never,45
25408,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,6,,,1,94
10308,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,100-500,NGO,1,8
6509,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,27
12676,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,12,10000+,Pvt Ltd,1,39
22320,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,70
19403,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,Pvt Ltd,1,50
25679,city_40,0.776,Male,Has relevent experience,Full time course,Masters,STEM,18,100-500,Public Sector,3,65
25097,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,8,,,>4,14
30538,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,4
29321,city_28,0.939,Male,Has relevent experience,Full time course,Masters,STEM,20,100-500,Pvt Ltd,>4,35
5083,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,46
17194,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,61
25371,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,47
25629,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,91
2790,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,46
31615,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,66
9134,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,85
23968,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,2,42
24908,city_21,0.624,,Has relevent experience,Full time course,,,4,<10,,1,156
22712,city_162,0.767,,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,21
11063,city_159,0.843,Male,No relevent experience,Full time course,Masters,STEM,3,,Public Sector,1,80
16129,city_103,0.92,Male,No relevent experience,Full time course,High School,,4,,,1,10
25292,city_100,0.887,,Has relevent experience,no_enrollment,,,1,5000-9999,Pvt Ltd,never,48
11796,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,2,29
31234,city_36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,2,96
4581,city_23,0.899,Male,No relevent experience,no_enrollment,Graduate,No Major,5,1000-4999,Public Sector,1,79
17703,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,50
30036,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,1,112
9837,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,42
2715,city_16,0.91,Male,No relevent experience,Full time course,High School,,5,,,1,112
22652,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,19,,,3,106
15158,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,Humanities,5,1000-4999,Pvt Ltd,>4,134
830,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,83
24660,city_103,0.92,,No relevent experience,no_enrollment,Phd,Humanities,8,100-500,Pvt Ltd,3,23
2915,city_150,0.698,,No relevent experience,,High School,,2,,,,27
18322,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,3,84
23189,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,3,108
25544,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,64
15534,city_149,0.689,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,1,8
12312,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,,Pvt Ltd,2,41
7789,city_40,0.776,,Has relevent experience,Part time course,Graduate,STEM,7,,,1,54
6335,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Early Stage Startup,1,47
17675,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,2,35
7156,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,NGO,2,18
14816,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,212
31402,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,192
12759,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,2,23
18706,city_143,0.74,Male,Has relevent experience,Full time course,Masters,STEM,>20,,,>4,107
